epoch,stage,lr,train_loss,train_auc,train_f1,val_loss,val_auc,val_f1,val_accuracy,time_s
1,head,0.001,0.6438508480787277,0.8571428571428572,0.6666666666666666,0.6673503220081329,0.6000000000000001,0.6666666666666666,0.625,1.55891249999695
