epoch,train_loss,train_auc,val_loss,val_auc,val_f1,time_s
1,0.1576984205514577,0.9843410414805008,0.3973819996835726,0.975287980984595,0.9548227934536003,521.6236423750015
2,0.16013911982493972,0.9838137492659305,0.37747581445518086,0.9754412262895248,0.9560207582021286,474.92306079099944
3,0.15972365126908342,0.9837887146400919,0.3959216398937421,0.975312089921026,0.9554757551056376,478.6499314169996
4,0.15963750709925612,0.983911642625495,0.3618457326177989,0.9757711818549053,0.9549942695935819,475.9834164169988
5,0.15903242128727893,0.9840136877744484,0.3925649803689965,0.9753975400169738,0.9547971497275475,475.68897958300295
