epoch,stage,lr,train_loss,train_auc,train_f1,val_loss,val_auc,val_f1,val_accuracy,time_s
1,head,0.001,0.7433838546276093,0.25,0.35294117647058826,0.6929184198379517,0.5,0.7692307692307693,0.625,1.6126088750024792
